City,Lat,Lng
Quebec|Quebec|Canada,46.81,-71.21
Erfurt|Thuringia|Germany,50.95,11.09
Jacksonville|North Carolina|United States,34.77,-77.38
Winchester|England|United Kingdom,51.06,-1.29
Columbia|Maryland|United States,39.19,-76.81
Grand Rapids|Michigan|United States,42.93,-85.59
Geneva|Geneva|Switzerland,46.19,6.15
Germantown|Maryland|United States,39.19,-77.37
Trabzon|Trabzon|Turkey,40.99,39.77
São Paulo|São Paulo|Brazil,-23.55,-46.63
Sonipat|Haryana|India,29.0,77.02
Kalispell|Montana|United States,48.2,-114.33
Lisburn|Northern Ireland|United Kingdom,54.51,-6.05
Oakbrook Terrace|Illinois|United States,41.85,-87.96
Galesburg|Illinois|United States,40.98,-90.41
South Tyneside|England|United Kingdom,54.99,-1.42
Belmopan|Cayo|Belize,17.24,-88.76
Hastings|Nebraska|United States,40.59,-98.37
Charlottesville|Virginia|United States,38.03,-78.48
Long Beach|California|United States,33.76,-118.2
Davos|Grisons|Switzerland,46.8,9.82
Rennes|Brittany|France,48.11,-1.71
Triest|Friuli-Venezia Giulia|Italy,45.65,13.85
Concord|North Carolina|United States,35.44,-80.6
Padang|West Sumatra|Indonesia,-0.91,100.46
Xalapa|Veracruz|Mexico,19.53,-96.92
Sana'a City|Amanat Al Asimah|Yemen,15.37,44.21
Hirakata|@|Japan,34.82,135.66
Ernakulam|Kerala|India,9.99,76.28
Settimo Milanese|Lombardy|Italy,45.47,9.04
Le Havre|Normandy|France,49.5,0.13
Trenton|New Jersey|United States,40.22,-74.77
Westminster|Colorado|United States,39.9,-105.04
Donetsk|@|Ukraine,48.0,37.83
Dharwad|Karnataka|India,15.44,74.99
Mason City|Iowa|United States,43.16,-93.13
Cairo|Cairo|Egypt,30.08,31.29
Niagara Falls|Ontario|Canada,43.08,-79.09
Hitachi|@|Japan,36.51,140.62
Boryeong-si|@|South Korea,36.4,126.58
Abuja|Federal Capital Territory|Nigeria,9.04,7.5
Traverse City|Michigan|United States,44.76,-85.64
Tumba|Southern Province|Rwanda,-2.62,29.74
Dusseldorf|North Rhine-Westphalia|Germany,51.23,6.77
Madison|New Jersey|United States,40.76,-74.43
Qiantang District|Zhejiang|China,30.32,120.39
Brest|Brittany|France,48.4,-4.5
Shahekou|Liaoning|China,38.9,121.59
Tunja|Boyacá|Colombia,5.53,-73.36
Montpellier|Occitania|France,43.63,3.86
Vadodara|Gujarat|India,22.3,73.19
Amasya|@|Turkey,40.65,35.81
Veliko Tarnovo|@|Bulgaria,43.08,25.6
Lucerne|Lucerne|Switzerland,47.05,8.31
Henderson|Nevada|United States,36.02,-115.09
Clinton|Iowa|United States,41.85,-90.2
Ghent|East Flanders|Belgium,51.04,3.72
Calgary|Alberta|Canada,50.99,-114.1
Devonport-Takapuna|Auckland|New Zealand,-36.78,174.76
Xuanwu District|Jiangsu|China,32.06,118.83
Knoxville|Tennessee|United States,35.96,-83.97
Santa Monica|California|United States,34.01,-118.49
Auburn|Alabama|United States,32.61,-85.43
Morganton|North Carolina|United States,35.72,-81.69
Kitakyushu|@|Japan,33.84,130.88
Bonn|North Rhine-Westphalia|Germany,50.7,7.14
Takasaki|@|Japan,36.32,139.05
Guanghan City|Sichuan|China,30.98,104.25
Waterloo|Ontario|Canada,43.46,-80.53
Charlotte|North Carolina|United States,35.19,-80.83
Minato|@|Japan,35.65,139.75
Sacramento|California|United States,38.65,-121.52
Jakarta Special Capital Region|@|Indonesia,-6.25,106.87
Bartlesville|Oklahoma|United States,36.75,-95.98
Dayton|Ohio|United States,39.76,-84.19
Uluberiya|West Bengal|India,22.47,88.09
Himeji|@|Japan,34.87,134.69
Akron|Ohio|United States,41.07,-81.48
Campinas|São Paulo|Brazil,-22.82,-47.07
Bengbu|Anhui|China,32.91,117.42
East Suffolk|England|United Kingdom,52.06,1.28
Mysuru|Karnataka|India,12.31,76.64
Davao City|@|Philippines,7.09,125.48
Maastricht|Limburg|Netherlands,50.84,5.72
Sofia|@|Bulgaria,42.65,23.35
Fredericton|New Brunswick|Canada,45.94,-66.65
Asunción|@|Paraguay,-25.29,-57.64
Winterthur|Zurich|Switzerland,47.5,8.7
Bhopal|Madhya Pradesh|India,23.21,77.45
Springfield|Massachusetts|United States,42.11,-72.56
Murten|Fribourg|Switzerland,46.92,7.11
Caracas|Capital District|Venezuela,10.51,-66.92
San José|@|Costa Rica,9.93,-84.08
Kansas City|Missouri|United States,39.08,-94.58
Kalamazoo|Michigan|United States,42.28,-85.61
Nadiad|Gujarat|India,22.68,72.87
Alwar|Rajasthan|India,27.56,76.62
Clayton|Missouri|United States,38.64,-90.34
Santa Barbara|California|United States,34.43,-119.71
Cecil Township|Pennsylvania|United States,40.28,-80.17
Florence|Tuscany|Italy,43.78,11.26
Thessaloniki|Macedonia and Thrace|Greece,40.63,22.96
Białowieża|Podlaskie Voivodeship|Poland,52.7,23.85
Yotsukaido|@|Japan,35.64,140.2
Jozini Local Municipality|KwaZulu-Natal|South Africa,-27.52,32.26
Nablus|@|Palestinian Territory,32.22,35.24
Glendale|Arizona|United States,33.66,-112.19
Surabaya|East Java|Indonesia,-7.31,112.73
Joetsu|@|Japan,37.11,138.27
Syracuse|New York|United States,43.03,-76.14
Gazipur|Dhaka Division|Bangladesh,23.95,90.38
Pak Kret City Municipality|Nonthaburi Province|Thailand,13.91,100.54
Pécs|@|Hungary,46.07,18.24
Georgetown|Demerara-Mahaica|Guyana,6.81,-58.12
Satte|@|Japan,36.07,139.73
Setagaya|@|Japan,35.64,139.6
Baoding City|Hebei|China,39.05,116.3
Northampton|Massachusetts|United States,42.34,-72.63
Fuchu|@|Japan,35.67,139.52
Upper Burrell Township|Pennsylvania|United States,40.55,-79.7
Mangalore|Karnataka|India,12.87,74.86
Abu Dhabi|Abu Dhabi Emirate|United Arab Emirates,24.44,54.41
Ueda|@|Japan,36.4,138.25
Chandigarh|Chandigarh|India,30.77,76.78
Gloucester|England|United Kingdom,51.88,-2.25
Lahti|@|Finland,60.99,25.68
Planaltina|Federal District|Brazil,-15.63,-47.65
Southlake|Texas|United States,32.98,-97.16
Fengtai District|Beijing|China,39.84,116.28
Bamenda|Northwest|Cameroon,5.96,10.15
Palmdale|California|United States,34.61,-118.12
Zaporizhzhia|Zaporizhia Oblast|Ukraine,47.82,35.18
Krakow|Lesser Poland Voivodeship|Poland,50.07,19.91
Carlisle|England|United Kingdom,54.89,-2.91
Porto|@|Portugal,41.18,-8.61
Baton Rouge|Louisiana|United States,30.4,-91.13
Chanhassen|Minnesota|United States,44.86,-93.54
Fayetteville|North Carolina|United States,35.07,-78.93
Collingswood|New Jersey|United States,39.92,-75.07
Boise|Idaho|United States,43.62,-116.2
Roswell|New Mexico|United States,33.41,-104.52
Edinburgh|Scotland|United Kingdom,55.95,-3.18
Hod HaSharon|Center District|Israel,32.13,34.89
Powell|Wyoming|United States,44.76,-108.76
New Orleans|Louisiana|United States,30.02,-89.92
Baltimore|Maryland|United States,39.3,-76.62
Pimpri-Chinchwad|Maharashtra|India,18.59,73.82
Reus|Catalonia|Spain,41.17,1.08
Jersey City|New Jersey|United States,40.71,-74.03
Marietta|Georgia|United States,33.93,-84.56
Turku|@|Finland,60.45,22.29
Campobasso|Molise|Italy,41.56,14.67
Hammond|Indiana|United States,41.67,-87.5
Guayaquil|Guayas|Ecuador,-2.18,-79.9
Augusta|Georgia|United States,33.47,-81.99
Brigantine|New Jersey|United States,39.4,-74.39
Mytishchi|Moscow Oblast|Russia,55.93,37.79
Meru|Meru County|Kenya,0.05,37.65
Hampton|Virginia|United States,37.06,-76.42
Xihu District|Zhejiang|China,30.26,120.12
Bethania|Panamá|Panama,9.02,-79.53
Campo Grande|Mato Grosso do Sul|Brazil,-20.5,-54.61
Tilburg|North Brabant|Netherlands,51.56,5.05
Eskisehir|@|Turkey,39.75,30.49
Novo Hamburgo|Rio Grande do Sul|Brazil,-29.67,-51.12
Toulouse|Occitania|France,43.6,1.46
Gümüşhane|@|Turkey,40.44,39.51
Milpitas|California|United States,37.45,-121.92
Rajpur Sonarpur|West Bengal|India,22.52,88.42
Suzuka|@|Japan,34.86,136.6
Ranchi|Jharkhand|India,23.36,85.32
Strasbourg|Grand Est|France,48.59,7.78
Lancaster|Pennsylvania|United States,40.05,-76.3
Bergen|@|Norway,60.34,5.36
Busan|@|South Korea,35.07,129.09
Mitaka|@|Japan,35.69,139.53
Porto Alegre|Rio Grande do Sul|Brazil,-30.08,-51.22
Winchester|Virginia|United States,39.18,-78.16
Las Palmas de Gran Canaria|@|Spain,28.08,-15.42
Srinagar|Jammu and Kashmir|India,34.09,74.82
Changsha|Hunan|China,28.26,113.08
Vantaa|@|Finland,60.29,25.05
Konya|@|Turkey,37.88,32.47
Koforidua|Eastern Region|Ghana,6.09,-0.26
Cardiff|Wales|United Kingdom,51.51,-3.19
Yerevan|@|Armenia,40.17,44.51
Alpine|New Jersey|United States,41.0,-73.91
Oak Ridge|Tennessee|United States,36.01,-84.26
Vernon|British Columbia|Canada,50.26,-119.27
Caguas|Puerto Rico|United States,18.22,-66.03
Kitami|@|Japan,43.81,143.89
Roskilde|@|Denmark,55.64,12.09
Prosper|Texas|United States,33.22,-96.8
Benevento|Campania|Italy,41.13,14.78
Chunchura|West Bengal|India,22.9,88.39
Guatemala City|Guatemala Department|Guatemala,14.6,-90.48
Suwon-si|@|South Korea,37.33,127.04
Fukuyama|@|Japan,34.46,133.23
Afyonkarahisar|@|Turkey,38.81,30.54
Ottumwa|Iowa|United States,41.05,-92.39
Qinhuangdao City|Hebei|China,39.91,119.55
Quincy|Massachusetts|United States,42.27,-71.01
Sangju-si|@|South Korea,36.38,128.15
San Pablo|Laguna|Philippines,14.08,121.31
Montgomery|Alabama|United States,32.39,-86.34
Fukuoka|@|Japan,33.63,130.42
Selayang Municipal Council|Selangor|Malaysia,3.24,101.64
Guntur|Andhra Pradesh|India,16.3,80.44
Denton|Texas|United States,33.23,-97.13
Sylhet|Sylhet Division|Bangladesh,24.89,91.87
Dourados|Mato Grosso do Sul|Brazil,-22.22,-54.81
Faisalabad|Punjab|Pakistan,31.43,73.06
San Pedro de Macorís|San Pedro de Macorís|Dominican Republic,18.47,-69.3
Port Elizabeth|Eastern Cape|South Africa,-34.01,25.67
Chania|Region of Crete|Greece,35.5,24.05
Toledo|Ohio|United States,41.67,-83.54
Lansing|Michigan|United States,42.73,-84.54
Lelystad|Flevoland|Netherlands,52.52,5.56
North Devon|England|United Kingdom,51.09,-4.05
Lawton|Oklahoma|United States,34.62,-98.4
Santa Fe|New Mexico|United States,35.68,-105.93
Shreveport|Louisiana|United States,32.54,-93.83
Parsippany-Troy Hills|New Jersey|United States,40.85,-74.38
Portland|Maine|United States,43.67,-70.25
Inverness|Scotland|United Kingdom,57.48,-4.23
Spartanburg|South Carolina|United States,35.01,-81.99
Anchorage|Alaska|United States,61.23,-149.72
Lleida|Catalonia|Spain,41.63,0.61
San Diego|California|United States,32.7,-117.25
Kansas City|Kansas|United States,39.12,-94.75
Waco|Texas|United States,31.53,-97.19
Prats-de-Mollo-la-Preste|Occitania|France,42.46,2.46
Baota Subdistrict|Hunan|China,27.85,112.93
Sunderland|England|United Kingdom,54.91,-1.39
Bandar Lampung|Lampung|Indonesia,-5.37,105.24
Stillwater|Oklahoma|United States,36.13,-97.07
Gifu|@|Japan,35.43,136.72
Lynchburg|Virginia|United States,37.35,-79.18
Huangdao District|Shandong|China,36.0,120.12
Ludhiana|Punjab|India,30.86,75.86
Bang Chalong Subdistrict|Samut Prakan Province|Thailand,13.61,100.76
Madinat Al Riyad|Abu Dhabi Emirate|United Arab Emirates,24.3,54.7
Beer Sheva|South District|Israel,31.27,34.78
Havana|@|Cuba,23.07,-82.38
Warangal|Telangana|India,17.98,79.6
Cluj-Napoca|@|Romania,46.77,23.58
Mathura|Uttar Pradesh|India,27.46,77.7
Tomsk|Tomsk Oblast|Russia,56.47,84.95
Isparta|@|Turkey,37.83,30.53
Fort Wayne|Indiana|United States,41.14,-85.11
Nacogdoches|Texas|United States,31.62,-94.65
Laurel|Maryland|United States,39.1,-76.85
Moncton|New Brunswick|Canada,46.13,-64.86
Ho|Volta Region|Ghana,6.6,0.47
Pasto|Nariño|Colombia,1.23,-77.29
Santander|Cantabria|Spain,43.47,-3.8
Palisades|New York|United States,41.01,-73.93
The Woodlands|Texas|United States,30.19,-95.49
Yeni Mahalle|@|Turkey,40.81,29.36
Lahore|Punjab|Pakistan,31.48,74.3
Thunder Bay|Ontario|Canada,48.42,-89.27
Frederick|Maryland|United States,39.42,-77.41
Lima|Ohio|United States,40.74,-84.03
North Hertfordshire|England|United Kingdom,51.95,-0.28
Osaka|@|Japan,34.69,135.52
Chandler|Arizona|United States,33.29,-111.8
Nottingham|England|United Kingdom,52.95,-1.15
's-Hertogenbosch|North Brabant|Netherlands,51.71,5.34
East London|Eastern Cape|South Africa,-33.0,27.89
Msunduzi Local Municipality|KwaZulu-Natal|South Africa,-29.65,30.33
Wilmington|North Carolina|United States,34.23,-77.94
Jurong East|@|Singapore,1.33,103.75
Sedgemoor|England|United Kingdom,51.13,-2.99
Elgin|Illinois|United States,42.07,-88.33
Shenyang City|Liaoning|China,41.89,123.41
Riga|Vidzeme|Latvia,56.95,24.12
دهستان بازرجان|Markazi Province|Iran,34.68,50.05
Utica|New York|United States,43.08,-75.22
Nabadwip|West Bengal|India,23.41,88.37
Vernier|Geneva|Switzerland,46.22,6.1
Évry-Courcouronnes|Ile-de-France|France,48.62,2.43
Varanasi|Uttar Pradesh|India,25.26,83.0
Tambov|Tambov Oblast|Russia,52.72,41.45
Lucknow|Uttar Pradesh|India,26.8,80.94
Aksaray|@|Turkey,38.33,33.98
Wichita|Kansas|United States,37.68,-97.37
Yogyakarta|Special Region of Yogyakarta|Indonesia,-7.8,110.37
Tauranga|Bay of Plenty|New Zealand,-37.73,176.15
Premstätten|Styria|Austria,46.98,15.39
Hobart|Tasmania|Australia,-42.88,147.33
Mataram|West Nusa Tenggara|Indonesia,-8.59,116.09
Groningen|Groningen|Netherlands,53.24,6.53
Vermillion|South Dakota|United States,42.79,-96.93
Rockford|Illinois|United States,42.27,-89.02
Valencia|Valencian Community|Spain,39.47,-0.38
Carson|California|United States,33.86,-118.26
Cape Town|Western Cape|South Africa,-33.94,18.46
Greensboro|North Carolina|United States,36.07,-79.79
Viña del Mar|Valparaiso Region|Chile,-33.0,-71.54
Boulogne-Billancourt|Ile-de-France|France,48.83,2.23
Roseville|California|United States,38.8,-121.32
Redwood City|California|United States,37.53,-122.26
"Municipal Unit of Agrinio|Peloponnese, Western Greece and the Ionian|Greece",38.64,21.4
Davis|California|United States,38.55,-121.75
Municipal Unit of Elliniko|Attica|Greece,37.88,23.73
Daejeon|@|South Korea,36.36,127.38
Fort Worth|Texas|United States,32.75,-97.37
Multan|Punjab|Pakistan,30.2,71.44
Somerville|Massachusetts|United States,42.39,-71.11
South Cambridgeshire|England|United Kingdom,52.24,0.13
Markham|Ontario|Canada,43.82,-79.35
Limerick|@|Ireland,52.67,-8.65
Omaha|Nebraska|United States,41.24,-96.02
Konstancin-Jeziorna|Masovian Voivodeship|Poland,52.11,21.11
Nancy|Grand Est|France,48.7,6.18
Chiang Mai|Chiang Mai Province|Thailand,18.8,98.95
Salem|Tamil Nadu|India,11.66,78.18
Bilaspur|Chhattisgarh|India,22.13,82.14
Suzhou City|Jiangsu|China,31.59,120.78
Évora|@|Portugal,38.57,-7.9
Luanda|Luanda Province|Angola,-8.82,13.23
Natal|Rio Grande do Norte|Brazil,-5.84,-35.2
Salisbury|England|United Kingdom,51.07,-1.8
Nakhon Ratchasima|Nakhon Ratchasima Province|Thailand,14.99,102.12
Enschede|Overijssel|Netherlands,52.24,6.85
Oita|@|Japan,33.18,131.54
Rotterdam|South Holland|Netherlands,51.91,4.5
Falun|@|Sweden,60.61,15.65
Ajmer|Rajasthan|India,26.45,74.64
Mesa|Arizona|United States,33.51,-111.89
Feira de Santana|Bahia|Brazil,-12.2,-38.97
Woodland Park|New Jersey|United States,40.9,-74.19
North Bay|Ontario|Canada,46.34,-79.49
Gerakas Municipal Unit|Attica|Greece,38.01,23.86
Luoyang|Henan|China,34.63,112.44
Wanbailin|Shanxi|China,37.86,112.52
Başbağlar Mahallesi|@|Turkey,39.76,39.51
Khon Kaen|Khon Kaen Province|Thailand,16.47,102.82
Wuchang District|Hubei|China,30.59,114.31
Aalborg|North Denmark Region|Denmark,57.04,9.91
Tagbilaran|Bohol|Philippines,9.65,123.85
Medway|Massachusetts|United States,42.14,-71.48
Rushmoor|England|United Kingdom,51.28,-0.77
Bologna|Emilia-Romagna|Italy,44.49,11.34
دهستان آلاداغ|North Khorasan Province|Iran,37.44,57.3
Madison|Wisconsin|United States,43.08,-89.38
Sugar Land|Texas|United States,29.57,-95.65
Warrenville|Illinois|United States,41.82,-88.17
Williston|North Dakota|United States,48.16,-103.61
Sherman|Texas|United States,33.65,-96.6
Hickory|North Carolina|United States,35.7,-81.29
Peabody|Massachusetts|United States,42.53,-70.95
Brainerd|Minnesota|United States,46.35,-94.22
Owensboro|Kentucky|United States,37.78,-87.06
Rosario|Santa Fe|Argentina,-32.94,-60.67
Mykolaiv|Mykolaiv Oblast|Ukraine,46.99,32.0
Taguatinga|Federal District|Brazil,-15.87,-48.03
Twin Falls|Idaho|United States,42.58,-114.47
Johannesburg|Gauteng|South Africa,-26.21,28.04
Guwahati|Assam|India,26.15,91.66
Novokuznetsk|Kemerovo Oblast–Kuzbass|Russia,53.75,87.12
Reno|Nevada|United States,39.57,-119.8
Kashiwa|@|Japan,35.9,139.94
Musashino|@|Japan,35.71,139.57
Haifa|Haifa District|Israel,32.76,35.02
Dazaifu|@|Japan,33.52,130.54
Stockton|California|United States,37.98,-121.31
Gulou District|Jiangsu|China,32.09,118.75
10th of Ramadan city|Eastern|Egypt,30.31,31.76
Tunis|Tunis|Tunisia,36.8,10.16
Ankara|@|Turkey,39.91,32.74
Al Hillah|Babil Governorate|Iraq,32.46,44.41
Scottsdale|Arizona|United States,33.62,-111.9
Ahmednagar|Maharashtra|India,19.09,74.75
Shibuya|@|Japan,35.68,139.68
Christchurch|Canterbury|New Zealand,-43.52,172.58
Ulaanbaatar|@|Mongolia,47.89,106.91
Centennial|Colorado|United States,39.6,-104.9
Radnor Township|Pennsylvania|United States,40.05,-75.37
Poltava|Poltava Oblast|Ukraine,49.58,34.57
Jihlava|Southeast|Czechia,49.44,15.61
Los Altos|California|United States,37.38,-122.11
Kathmandu|@|Nepal,27.69,85.32
Flagstaff|Arizona|United States,35.23,-111.67
Modesto|California|United States,37.64,-121.0
Obninsk|Kaluga Oblast|Russia,55.12,36.6
Galil Elyon Regional Council|North District|Israel,33.24,35.58
Mount Airy|Maryland|United States,39.37,-77.16
Odesa|Odesa Oblast|Ukraine,46.48,30.72
Nayoro|@|Japan,44.36,142.46
Lower Gwynedd Township|Pennsylvania|United States,40.2,-75.24
Newport News|Virginia|United States,37.06,-76.49
Gidan Hamidu|Sokoto|Nigeria,13.13,5.2
La Garenne-Colombes|Ile-de-France|France,48.91,2.26
Bahía Blanca|Buenos Aires|Argentina,-38.7,-62.27
Banská Bystrica|Region of Banská Bystrica|Slovakia,48.73,19.15
Tempe|Arizona|United States,33.41,-111.89
Greater Noida|Uttar Pradesh|India,28.47,77.48
Haikou City|Hainan Province|China,19.98,110.33
Overland Park|Kansas|United States,38.93,-94.73
South Tangerang|Banten|Indonesia,-6.33,106.77
Kumamoto|@|Japan,32.81,130.73
Melbourne|Florida|United States,28.07,-80.62
Malmo|@|Sweden,55.6,13.0
Piraeus|Attica|Greece,37.94,23.64
Mechelen|Antwerp|Belgium,51.03,4.49
Green Bay|Wisconsin|United States,44.53,-88.11
Shimotsuke|@|Japan,36.4,139.86
Colón|@|Costa Rica,9.92,-84.27
Odense|@|Denmark,55.37,10.43
McKinney|Texas|United States,33.2,-96.61
Southampton|England|United Kingdom,50.93,-1.4
Fresno|California|United States,36.74,-119.78
Santa Clara|California|United States,37.38,-121.98
Malaybalay|Bukidnon|Philippines,8.16,125.12
Lafayette|Indiana|United States,40.4,-86.86
Jesús María|Lima|Peru,-12.08,-77.05
Maxatawny Township|Pennsylvania|United States,40.55,-75.72
Kuala Lumpur|@|Malaysia,3.16,101.71
Las Piñas|@|Philippines,14.45,120.99
Phường Tân Chính|Da Nang|Vietnam,16.07,108.21
Lake Oswego|Oregon|United States,45.4,-122.65
Townsville|Queensland|Australia,-19.33,146.76
Carlsbad|California|United States,33.13,-117.32
Basingstoke and Deane|England|United Kingdom,51.26,-1.09
City of Schenectady|New York|United States,42.81,-73.95
Meriden|Connecticut|United States,41.54,-72.81
Mérida|Yucatán|Mexico,21.01,-89.62
Minsk|@|Belarus,53.92,27.59
Sirsa|Haryana|India,29.54,75.03
Surrey Heath|England|United Kingdom,51.32,-0.74
Beau Bassin-Rose Hill|Plaines Wilhems|Mauritius,-20.24,57.48
Jiujiang|Anhui|China,31.35,118.43
City of Sarajevo|Federation of Bosnia and Herzegovina|Bosnia and Herzegovina,43.87,18.42
Toruń|Kuyavian-Pomeranian Voivodeship|Poland,53.02,18.57
Petaling Jaya|Selangor|Malaysia,3.2,101.62
Mississauga|Ontario|Canada,43.6,-79.64
Antwerp|Antwerp|Belgium,51.22,4.41
Dar es-Salaam|@|Tanzania,-6.81,39.27
Jonesboro|Arkansas|United States,35.84,-90.68
Ocean Springs|Mississippi|United States,30.41,-88.81
Brownsville|Texas|United States,25.9,-97.49
Palembang|South Sumatra|Indonesia,-2.98,104.76
Ras Al Khaimah|Ras al-Khaimah|United Arab Emirates,25.77,55.98
Nassau|@|The Bahamas,25.06,-77.35
Harbin|Heilongjiang|China,45.76,126.64
Gurugram|Haryana|India,28.48,77.07
Medford|Massachusetts|United States,42.41,-71.12
Jaffna|Northern Province|Sri Lanka,9.68,80.02
Vancouver|Washington|United States,45.6,-122.49
Garland|Texas|United States,32.86,-96.65
Brookhaven|Georgia|United States,33.88,-84.33
Orange|California|United States,33.78,-117.87
Brooklyn Park|Minnesota|United States,45.1,-93.4
Nampa|Idaho|United States,43.56,-116.57
São José do Rio Preto|São Paulo|Brazil,-20.82,-49.38
Warren|Michigan|United States,42.51,-83.03
Bowling Green|Kentucky|United States,36.98,-86.48
Qinhuai District|Jiangsu|China,32.04,118.81
Rajshahi|Rajshahi Division|Bangladesh,24.37,88.59
Bento Gonçalves|Rio Grande do Sul|Brazil,-29.17,-51.51
Kaneohe|Hawaii|United States,21.41,-157.81
Shizhong District|Shandong|China,36.61,116.97
Takamatsu|@|Japan,34.26,134.02
Qingshan District|Hubei|China,30.63,114.37
Khairpur|Sindh|Pakistan,27.52,68.75
Subang Jaya|Selangor|Malaysia,3.08,101.59
Middletown|Connecticut|United States,41.56,-72.66
Dnipro|Dnipropetrovsk Oblast|Ukraine,48.46,35.06
Kagoshima|@|Japan,31.49,130.5
Lakeland|Florida|United States,27.99,-81.89
Genoa|Liguria|Italy,44.42,8.93
Charleston|South Carolina|United States,32.8,-79.96
Doha|Doha|Qatar,25.28,51.57
Sunnyvale|California|United States,37.38,-121.99
Guangzhou|Guangdong Province|China,23.15,113.34
Visakhapatnam|Andhra Pradesh|India,17.7,83.3
Portland|Oregon|United States,45.5,-122.68
Monclova|Coahuila|Mexico,26.95,-101.42
Dinajpur|Rangpur Division|Bangladesh,25.7,88.65
Kanpur|Uttar Pradesh|India,26.45,80.27
Baghdad|Baghdad Governorate|Iraq,33.34,44.39
Łódź|Łódź Voivodeship|Poland,51.8,19.44
Vancouver|British Columbia|Canada,49.26,-123.12
Koto|@|Japan,35.68,139.81
Richland Township|Pennsylvania|United States,40.26,-78.84
Ocala|Florida|United States,29.17,-82.18
Juneau|Alaska|United States,58.3,-134.42
Akita|@|Japan,39.72,140.16
Mbarara|Mbarara|Uganda,-0.62,30.66
Derio|Autonomous Community of the Basque Country|Spain,43.3,-2.87
Xi'an|Shaanxi|China,34.38,108.98
Bloomington|Illinois|United States,40.49,-88.99
Katsuura|@|Japan,35.16,140.32
Miami|Florida|United States,25.79,-80.21
Kuantan|Pahang|Malaysia,3.8,103.32
Suita|@|Japan,34.77,135.51
Dharan Sub-Metropolitan|@|Nepal,26.81,87.27
Karaköy Mahallesi|@|Turkey,40.71,31.51
Sepang|Selangor|Malaysia,2.98,101.73
Qena|Qena|Egypt,26.18,32.74
Raymond|Mississippi|United States,32.26,-90.42
Yonkers|New York|United States,40.94,-73.84
Xinzhou|Jiangxi|China,28.42,117.97
Mount Pleasant|Iowa|United States,40.97,-91.55
Tachikawa|@|Japan,35.71,139.41
Ciudad de Santa Clara|Villa Clara|Cuba,22.44,-79.9
Panaji|Goa|India,15.46,73.8
Isesaki|@|Japan,36.28,139.18
San Miguel|Departamento de San Miguel|El Salvador,13.49,-88.19
Bareilly|Uttar Pradesh|India,28.39,79.43
Manhattan|Kansas|United States,39.19,-96.58
Burdur Merkez|@|Turkey,37.72,30.28
Chengdu City|Sichuan|China,30.82,104.2
Iligan|@|Philippines,8.29,124.4
Kerman|Kerman Province|Iran,30.28,57.03
Chalco de Díaz Covarrubias|State of Mexico|Mexico,19.25,-98.9
Kingston|@|Jamaica,17.97,-76.79
Chichester|England|United Kingdom,50.84,-0.79
Kendall|Florida|United States,25.69,-80.34
Khlong Ha Subdistrict|Pathum Thani Province|Thailand,14.12,100.71
Bolton|England|United Kingdom,53.57,-2.42
Al Mutla City|Jahra|Kuwait,29.34,47.6
Ottawa|Ontario|Canada,45.38,-75.62
Fukui|@|Japan,36.06,136.23
Parsons|Kansas|United States,37.34,-95.26
Rindge|New Hampshire|United States,42.78,-72.06
Temuco|Araucanía Region|Chile,-38.75,-72.62
Okazaki|@|Japan,34.97,137.14
Chattogram|Chattogram Division|Bangladesh,22.36,91.8
Hevel Eilot Regional Council|South District|Israel,29.97,35.07
Salem|Oregon|United States,44.93,-123.04
St. Florian am Inn|Upper Austria|Austria,48.43,13.47
North Adams|Massachusetts|United States,42.69,-73.1
Taizhou|Zhejiang|China,28.86,121.14
Blainville|Quebec|Canada,45.68,-73.85
Warrnambool|Victoria|Australia,-38.39,142.54
Badulla|Uva Province|Sri Lanka,6.99,81.05
Hrodna|Hrodna Region|Belarus,53.68,23.84
Gumi-si|@|South Korea,36.14,128.39
Tampere|@|Finland,61.5,23.76
Yongin-si|@|South Korea,37.23,127.17
Helsinki|@|Finland,60.17,24.96
Town of Saint Andrews|New Brunswick|Canada,45.08,-67.05
Jinju-si|@|South Korea,35.15,128.1
Lae|Morobe|Papua New Guinea,-6.72,147.0
Kure|@|Japan,34.29,132.64
Sachseln|Obwalden|Switzerland,46.8,8.22
Shijingshan District|Beijing|China,39.91,116.22
Vitória da Conquista|Bahia|Brazil,-14.89,-40.8
Concord|New Hampshire|United States,43.21,-71.53
Salvador|Bahia|Brazil,-13.01,-38.51
Bolzano - Bozen|Trentino-Alto Adige/Südtirol|Italy,46.49,11.35
Hull|England|United Kingdom,53.75,-0.33
Neosho|Missouri|United States,36.81,-94.36
Billings|Montana|United States,45.78,-108.51
Longueuil|Quebec|Canada,45.55,-73.5
Marshalltown|Iowa|United States,42.0,-92.91
Springfield|Missouri|United States,37.22,-93.28
Wilmington|Delaware|United States,39.74,-75.55
Aberdeen City|Scotland|United Kingdom,57.13,-2.16
St.Thomas Mount-Pallavaram Cantonment Board|Tamil Nadu|India,13.0,80.2
Brasília|Federal District|Brazil,-15.82,-47.95
Varese|Lombardy|Italy,45.81,8.84
Joliet|Illinois|United States,41.5,-88.17
Windhoek|Khomas|Namibia,-22.61,17.06
Brno|Southeast|Czechia,49.2,16.55
Jackson|Tennessee|United States,35.65,-88.78
Saint Joseph|Missouri|United States,39.77,-94.86
